news_id,type,symbol,text,logit,prediction,sentiment_score
99,Summary,FPT,Vietnam's securities market is at the threshold of upgrading from the Frontier Market . the ability to effectively manage the business is the topic discussed . the president of a number of companies listed on the stock exchange shared real battle experiences .,"[0.1475723683834076, 0.021194880828261375, 0.8312327265739441]",neutral,0.1263775
100,Summary,FPT,"in 2024, FPT planned a record high business with a turnover of 61,850 billion VND ( 2.5 billion USD) and profit before tax 10,875 billion VND . domestic IT service segment recorded a revenue of VND 2,515 billion, equivalent to a growth rate of 5.4% .","[0.7818969488143921, 0.008646160364151001, 0.20945686101913452]",positive,0.7732508
101,Summary,FPT,"in 2024, FPT University will recruit 1,000 targets specialized in semiconductor microchip design . the school will welcome the first students in 2024 with the orientation of in -depth training in micro -design, conducting research for Vietnamese semiconductor microchips .","[0.5074368715286255, 0.00746446056291461, 0.4850986897945404]",positive,0.4999724
102,Summary,FPT,"the market witnessed a sharp decline when VN-Index fell more than 21 points to 1,279.9 points . but in the red market industry, the stocks of the technology group continued to increase their ""rapid"" momentum . the capitalization of technology companies soaring since the beginning of the year .","[0.7422346472740173, 0.23166996240615845, 0.02609545737504959]",positive,0.5105647
103,Summary,FPT,"in the past year, FPT Group spent 22,825 billion dong to pay for employees . on average, the cost for each employee is about 42 million dong/month . for senior engineers, the highest salary engineer at the Group up to 10 billion/year .","[0.11375231295824051, 0.1112433671951294, 0.7750042676925659]",neutral,0.002508946
104,Summary,FPT,"XIV's delegation visited and worked at FPT's centralized information technology zone (ITT) in Da Nang . at the end of 2024, the total number of employees will estimate about 7,500 . at the end of 2023, the number of people studying at FPT Education in Da Nang was 17,500 students and students .","[0.022022340446710587, 0.08516307920217514, 0.892814576625824]",neutral,-0.063140735
105,Summary,FPT,"the stock has just increased by 1.74% to VND 146,500/share, the highest list of listed history . this was the 29th time from the beginning of the year FPT brought shareholders to the top . the throttle takes Vietnam No. 1 technology corporation to reach the top 4 most valuable listing companies .","[0.8716827034950256, 0.009698108769953251, 0.1186191737651825]",positive,0.8619846
106,Summary,FPT,"technology stocks are really creating a global craze, notably the speedy breakthrough of NVIDIA . FPT has had 27 times closed at the highest level of history . the breakthrough to bring FPT to the 5th position in the list of the largest listed companies in Vietnam .","[0.8803833723068237, 0.014437493868172169, 0.10517909377813339]",positive,0.8659459
107,Summary,FPT,"""Silicon Delta - The Story of Vietnam's Tech Revolution"" will be premiered for the first time on the Discovery channel . the documentary project will be premiered for the first time in Asia -Pacific, Japan, Germany and other areas .","[0.16634398698806763, 0.00876694917678833, 0.824889063835144]",neutral,0.15757704
108,Summary,FPT,"technology stocks sublimated in the first half of the year thanks to the strong growth results . since the beginning of 2023, many positive signals for Vietnamese technology industry have come . the relationship between the two countries has been raised to a comprehensive strategic partner .","[0.9426156282424927, 0.013787338510155678, 0.0435970164835453]",positive,0.9288283
109,Summary,FPT,"phiu ""h"" FPT c bit gây n tng khi ng lot bt phá mnh . T u nam 2024 n nay, FPT, FRT, FTS, FOX u ang trên vùng nh cao nht lch s","[0.06162204593420029, 0.018493834882974625, 0.9198840856552124]",neutral,0.04312821
110,Summary,FPT,"the stock has just dual session 4/6 with an increase of 1.61% to 139,100 VND/share . this is the 25th time this stock has surpassed the peak since the beginning of 2024 . on June 13, FPT will be the day to close the list of shareholders to pay the remaining dividends in 2023 .","[0.10139945149421692, 0.029549958184361458, 0.8690506815910339]",neutral,0.071849495
111,Summary,FPT,"""the opportunity is coming to Vietnam, although very fast, we will capture it,"" he says . ""the semiconductor chip technology is growing very fast and the world does not wait for Vietnam for too long,"" he says .","[0.8613727688789368, 0.007891573011875153, 0.13073569536209106]",positive,0.8534812
112,Summary,FPT,th trng chng khoán Vit Nam t u nam chng kin s vn lên mnh m các c tang tc ngon mc cái tên giá tr nht sàn chng khoán .,"[0.044828757643699646, 0.05876742675900459, 0.8964037299156189]",neutral,-0.013938669
113,Summary,FPT,"FPT's stock price has soared, with the current P/E level of 25.5x, the highest of all time . the market is responding positively to the semiconductor story, especially when stocks related to semiconductor chips have been strongly valued in recent years . if the plan was completed, FPT would continue to break the record of the previous year .","[0.9484966993331909, 0.01458845566958189, 0.03691483661532402]",positive,0.9339082
114,Summary,FPT,"at the end of 24/5, the stock market witnessed the ""plunge"" when VN-Index fell nearly 20 points to 1,261.93 points . a series of stocks in other information technology groups also decreased in the session 24/5 .","[0.007779954466968775, 0.9739487767219543, 0.0182713121175766]",negative,-0.9661688
115,Summary,FPT,"foreign investors suddenly discharged FPT with a net selling volume of nearly 2.7 million units . by the end of 24/5, FPT had more than 3.3 million shares . despite the deep decline, FPT market price is still 37% higher than the beginning of the year.","[0.9130944609642029, 0.048817917704582214, 0.03808753564953804]",positive,0.8642765
116,Summary,FPT,"FPT announced preliminary business results in the first 4 months of 2024 . foreign IT services continued impressive growth, reaching 9,450 billion dong revenue . domestic IT service segment recorded a revenue of VND 2,005 billion .","[0.9582136869430542, 0.016549360007047653, 0.025236912071704865]",positive,0.94166434
117,Summary,FPT,"theo thông tin t B Thông tin và truyn thông, ngành công nghip công ngh thông tin . các hot ng phn mm và dch v công ngh thông tin, hot","[0.15681545436382294, 0.021601403132081032, 0.8215831518173218]",neutral,0.13521405
118,Summary,FPT,"fpt will issue 190.5 million shares to increase capital from equity with the rate of 20: 3 . after the issuance, FPT's charter capital will increase from VND 12,700 billion to VND 14,605 billion . the final date of the final registration list will be at the same time to close the remaining dividend rights of 2023 .","[0.6321185231208801, 0.009759870357811451, 0.3581215739250183]",positive,0.6223587
119,Summary,FPT,"phiên giao dch ngày 15/5, nhiu c phiu trong nhóm công ngh tip tc duy tr s tang trng k t u nam . phiu VGIca CTCP u t Quc t","[0.06150287762284279, 0.02382790669798851, 0.9146692156791687]",neutral,0.03767497
120,Summary,FPT,"the last days of April 2024 witnessed the spectacular breakthrough of the stock FPT . the market price of FPT has increased by 13%, establishing a new peak of 123,200 VND/share . the happiest is probably the founders of the Group such as Chairman Truong Gia Binh .","[0.8825783729553223, 0.010973813012242317, 0.10644789785146713]",positive,0.87160456
121,Summary,FPT,"after the handshake with NVIDIA, FPT shares suddenly had a ceiling session . the market capitalization also set a record of VND 152,523 billion . FPT's capitalization value is only 6,500 billion, equivalent to about 4% .","[0.05552186444401741, 0.27205199003219604, 0.6724261045455933]",neutral,-0.21653013
122,Summary,FPT,"in the period of April 2024 to April 2025, V-LEep II experts will provide comprehensive knowledge for FPT . experts will provide advice on building cooperation and human resource training .","[0.12460613250732422, 0.008394723758101463, 0.866999089717865]",neutral,0.11621141
123,Summary,FPT,"the leading stock of technology breaks out 5% to 118,000 VND/share . the market capitalization increased by approximately VND 10,000 billion . on April 23, FPT and NVIDIA signed a strategic cooperation to promote AI .","[0.9492268562316895, 0.017395609989762306, 0.03337760642170906]",positive,0.93183124
124,Summary,FPT,the two sides plans to build an artificial intelligence factory (AI Factory) the factory includes NVIDIA's latest supercomputers on the latest technology . the group aims to become the global systems integrator .,"[0.26472797989845276, 0.007583029568195343, 0.7276890277862549]",neutral,0.25714496
125,Summary,FPT,"preliminary business results in the first 3 months of 2024 with an estimated revenue of VND 14,093 billion and profit before tax of VND 2,534 billion . profit after tax in the first 3 months of the year reached VND 2,160 billion, up 19.4% over the same period of 2023 . foreign IT service segment continues to achieve high growth, revenue recorded 6,999 billion dong .","[0.9573880434036255, 0.01546269841492176, 0.02714928425848484]",positive,0.94192535
126,Summary,FPT,"VN-Index lost nearly 60 points (down 4.7%) to 1,216.61 points with high liquidity . the matching value on HOSE reaches nearly 33,400 billion VND ( 1.33 billion USD) naturally, the people who lose the most money today are entrepreneurs and business owners with a large number of owners .","[0.011504054069519043, 0.9518278241157532, 0.03666810318827629]",negative,-0.94032377
127,Summary,FPT,"in 2022, GDP per capita of Taiwan (China) surpassed Japan . this year the opening of 3 semiconductor factories but no labor . the semiconductor industry in the 4th technology revolution is in great demand for human resources .","[0.31615424156188965, 0.016501331701874733, 0.6673444509506226]",neutral,0.2996529
